Key	Type	Desc	Thai
CreditsNames/Cedric	Text		Cedric
CreditsNames/CedricSchmitt	Text		Cedric Schmitt
CreditsNames/ChantelleLarmond	Text		Chantelle Larmond
CreditsNames/CharlesFontaine	Text		Charles Fontaine
CreditsNames/CharlotteKelly	Text		Charlotte Kelly
CreditsNames/ChengbeierWu	Text		Chengbeier Wu
CreditsNames/ChiaNingLu	Text		Chia-ning Lu
CreditsNames/Chie	Text		Chie
CreditsNames/ChipNoe	Text		ChipNoe
CreditsNames/Chloryne	Text		Chloryne
CreditsNames/ChoiYakChangMin	Text		최약창민
CreditsNames/ChrisGlover	Text		Chris Glover
CreditsNames/ChristaStewart	Text		Christa Stewart
CreditsNames/ChristianMarkowicz	Text		Christian Markowicz
CreditsNames/ChristophHeilmair	Text		Christoph Heilmair
CreditsNames/ClaireMalette	Text		Claire Malette
CreditsNames/CormacBrennan	Text		Cormac Brennan
CreditsNames/CrystalLiuReeder	Text		Crystal Liu Reeder
CreditsNames/CuthbertMuriro	Text		Cuthbert Muriro
CreditsNames/DaisyTreloar	Text		Daisy Treloar
CreditsNames/DakonTheMad	Text		Dakon The Mad
CreditsNames/DamianDomach	Text		Damian Domach
CreditsNames/DamianHinds	Text		Damian Hinds
CreditsNames/DamianKennett	Text		Damian Kennett
CreditsNames/DanJenkins	Text		Dan Jenkins
CreditsNames/DanielCuevasSheu	Text		Daniel Cuevas Sheu
CreditsNames/DanielDudek	Text		Daniel Dudek
CreditsNames/DanielPereira	Text		Daniel Pereira
CreditsNames/DanielSmagowski	Text		Daniel Smagowski
CreditsNames/DanieldeKretser	Text		Daniel de Kretser
CreditsNames/Daresiel	Text		Daresiel
CreditsNames/DaveScammell	Text		Dave Scammell
CreditsNames/DavidLindqvist	Text		David Lindqvist
CreditsNames/DavidWalker	Text		David Walker
CreditsNames/DavidWallsten	Text		David Wallsten
CreditsNames/DavisHill	Text		Davis Hill
CreditsNames/DawidMajchrzak	Text		Dawid Majchrzak
CreditsNames/DawnDream	Text		黎明踏梦
CreditsNames/DeanJones	Text		Dean Jones
CreditsNames/DominikaMazurek	Text		Dominika Mazurek
CreditsNames/DreamloopGames	Text		Dreamloop Games
CreditsNames/Driad	Text		Driad
CreditsNames/EetuHipponen	Text		Eetu Hipponen
CreditsNames/ElsaLi	Text		Elsa Li
CreditsNames/Enchae	Text		Enchae
CreditsNames/Enzyme	Text		Enzyme
CreditsNames/EricRanki	Text		Eric Ranki
CreditsNames/EvgeniyaPrykaszczyk	Text		Evgeniya Prykaszczyk
CreditsNames/ExplosiveAlan	Text		Explosive Alan
CreditsNames/FaunaPup	Text		FaunaPup
CreditsNames/FelixWestin	Text		Felix Westin
CreditsNames/Fireshine	Text		Fireshine Games
CreditsNames/FrancoisFortier	Text		Francois Fortier
CreditsNames/FredericDussault	Text		Frédéric Dussault
CreditsNames/FredrikPrantare	Text		Fredrik Präntare
CreditsNames/FriendsAndFamily	Text		Friends and Families
CreditsNames/GarryWilliams	Text		Garry Williams
CreditsNames/Gingnia	Text		깅nia
CreditsNames/GrzegorzKukawka	Text		Grzegorz Kukawka
CreditsNames/GustavoBatista	Text		Gustavo Batista
CreditsNames/HeewanShin	Text		Heewan Shin
CreditsNames/HermanAppelgren	Text		Herman Appelgren
CreditsNames/HortenseGambino	Text		Hortense Gambino
CreditsNames/Huabun	Text		Huabun
CreditsNames/IbrarGhias	Text		Ibrar Ghias
CreditsNames/IliyasJorio	Text		Iliyas Jorio
CreditsNames/ItipatTherdchitpaisarn	Text		Itipat Therdchitpaisarn
CreditsNames/Ivfivasu	Text		Ivfivasu
CreditsNames/JakubKubik	Text		Jakub Kubik
CreditsNames/JakubKwiatek	Text		Jakub Kwiatek
CreditsNames/JakubLoboda	Text		Jakub Łoboda
CreditsNames/JakubTucholski	Text		Jakub Tucholski
CreditsNames/JakubWojciechowski	Text		Jakub Wojciechowski
CreditsNames/JamesCato	Text		James Cato
CreditsNames/JamieFinch	Text		Jamie Finch
CreditsNames/JaroslawGawedaScibior	Text		Jarosław Gawęda-Ścibior
CreditsNames/JasonMan	Text		Jason Man
CreditsNames/JasonRock	Text		Jason Rock
CreditsNames/JasperTannerBarnes	Text		Jasper Tanner-Barnes
CreditsNames/JenniferWeiher	Text		Jennifer Weiher
CreditsNames/JeremyWong	Text		Jeremy Wong
CreditsNames/JinnJezewska	Text		Jinn Jeżewska
CreditsNames/JoeFazzino	Text		Joe Fazzino
CreditsNames/JoeGoddardHowell	Text		Joe Goddard-Howell
CreditsNames/JohannesAhlstrom	Text		Johannes Ahlström
CreditsNames/JonathanGeer	Text		Jonathan Geer
CreditsNames/JoniLappalainen	Text		Joni Lappalainen
CreditsNames/Joor111	Text		Joor111
CreditsNames/JoshuaForde	Text		Joshua Forde
CreditsNames/JoshuaGarrity	Text		Joshua Garrity
CreditsNames/JoshuaLowe	Text		Joshua Lowe
CreditsNames/Jp3r	Text		Jp3r
CreditsNames/JuanDavidRinconSaavedra	Text		Juan David Rincon Saavedra
CreditsNames/JuliaSpinola	Text		Julia Spinola
CreditsNames/JulianBird	Text		Julian Bird
CreditsNames/JulianSeifertOlszewski	Text		Julian Seifert-Olszewski
CreditsNames/JulianVoith	Text		Julian Voith
CreditsNames/JuneeYu	Text		Junee Yu
CreditsNames/KAPedersen	Text		K.A. Pedersen
CreditsNames/KacperOrzechowski	Text		Kacper Orzechowski
CreditsNames/Karillya	Text		Karillya
CreditsNames/KatarzynaCeglinska	Text		Katarzyna Ceglińska
CreditsNames/KatieClark	Text		Katie Clark
CreditsNames/KeenanKnight	Text		Keenan Knight
CreditsNames/KerrynFrean	Text		Kerryn Frean
CreditsNames/KevinBarile	Text		Kevin Barile
CreditsNames/KevinKjellen	Text		Kevin Kjellén
CreditsNames/KeywordsIndia	Text		Keywords India
CreditsNames/KimmoKaisla	Text		Kimmo Kaisla
CreditsNames/KishmarSmith	Text		Kishmar Smith
CreditsNames/Kittco36	Text		Kittco36
CreditsNames/KobeMarshall	Text		Kobe Marshall
CreditsNames/KristanWalcott	Text		Kristan Walcott
CreditsNames/KristianSivonen	Text		Kristian Sivonen
CreditsNames/KseniiaShurdumova	Text		Kseniia Shurdumova
CreditsNames/LaertKaralliu	Text		Laert Karalliu
CreditsNames/LauraPiest	Text		Laura Piest
CreditsNames/LaurentBenskin	Text		Laurent Benskin
CreditsNames/LauriKullas	Text		Lauri Kullas
CreditsNames/LeeOni	Text		Lee~ (Oni)
CreditsNames/LetTheBodyFall	Text		LetTheBodyFall
CreditsNames/Lionbridge	Text		Lionbridge Games
CreditsNames/LocalizeDirect	Text		Localize Direct
CreditsNames/LoicDean	Text		Loïc Déan
CreditsNames/LoveWessman	Text		Love Wessman
CreditsNames/LukaszKrzystofik	Text		Łukasz Krzysztofik
CreditsNames/LukaszSokalski	Text		Łukasz Sokalski
CreditsNames/MaciejKierszka	Text		Maciej Kierszka
CreditsNames/MaciejKolodziejczyk	Text		Maciej Kołodziejczyk
CreditsNames/MaciejSienkiewicz	Text		Maciej Sienkiewicz
CreditsNames/MalikSpringer	Text		Malik Springer
CreditsNames/Marcel	Text		Marcel
CreditsNames/MarianaChagas	Text		Mariana Chagas
CreditsNames/Marine	Text		Marine
CreditsNames/MariuszGelnicki	Text		Mariusz Gelnicki
CreditsNames/MarkInman	Text		Mark Inman
CreditsNames/MartinGronroos	Text		Martin Grönroos
CreditsNames/MattieSu	Text		Mattie Su
CreditsNames/MaxHallden	Text		Max Halldén
CreditsNames/MaximilianBachmeier	Text		Maximilian Bachmeier
CreditsNames/MaybeItsYumi	Text		MaybeItsYumi
CreditsNames/MegSpencer	Text		Meg Spencer
CreditsNames/MeowX	Text		Meow_X
CreditsNames/MichalBlonski	Text		Michał Błoński
CreditsNames/MichelleLewis	Text		Michelle Lewis
CreditsNames/MikaelLindhe	Text		Mikael Lindhe
CreditsNames/Mistry	Text		Mistry
CreditsNames/MollieCorrigan	Text		Mollie Corrigan
CreditsNames/MrVilo	Text		Mr Vilo
CreditsNames/MushBerry7	Text		MushBerry7
CreditsNames/MustacheMan	Text		Mustache_Man
CreditsNames/NAS	Text		N.A.S
CreditsNames/NadjaBatdorf	Text		Nadja Batdorf
CreditsNames/NagataMai	Text		Nagata Mai
CreditsNames/NathanTull	Text		Nathan Tull
CreditsNames/Nebur7420	Text		Nebur7420
CreditsNames/NickPayne	Text		Nick Payne
CreditsNames/NickTrout	Text		Nick Trout
CreditsNames/NicolaSpinoni	Text		Nicola Spinoni
CreditsNames/NiklasWigertz	Text		Niklas Wigertz
CreditsNames/NyronBahadur	Text		Nyron Bahadur
CreditsNames/OlgaTverdomed	Text		Olga Tverdomed
CreditsNames/Omnimetatron	Text		Omnimetatron
CreditsNames/OrianDesfontaine	Text		Orian Desfontaine
CreditsNames/OskarBorecki	Text		Oskar Borecki
CreditsNames/OskarDobrowolski	Text		Oskar Dobrowolski
CreditsNames/OskarKarlsson	Text		Oskar Karlsson
CreditsNames/OskarTengvall	Text		Oskar Tengvall
CreditsNames/OttoKivling	Text		Otto Kivling
CreditsNames/Owlunae	Text		Owlunae
CreditsNames/PatriciaCuetoGarcia	Text		Patricia Cueto García
CreditsNames/PatriciaRamonArias	Text		Patricia Ramón Arias
CreditsNames/PatrykNeubauer	Text		Patryk Neubauer
CreditsNames/PatrykPaduch	Text		Patryk Paduch
CreditsNames/PatrykWino	Text		Patryk Wino
CreditsNames/PatrykWroblewski	Text		Patryk Wróblewski
CreditsNames/PaulAndreRenaud	Text		Paul-André Renaud
CreditsNames/PaulinePloch	Text		Pauline Ploch
CreditsNames/PawelWill	Text		Pawel Will
CreditsNames/PekkaKaski	Text		Pekka Kaski
CreditsNames/Piktiv	Text		Piktiv
CreditsNames/PiotrStaszewski	Text		Piotr Staszewski
CreditsNames/Playtropic	Text		Playtropic Videogame Services
CreditsNames/PopKnock	Text		PopKnock
CreditsNames/Pugstorm	Text		Pugstorm AB
CreditsNames/PugstormProduction	Text		A Pugstorm Production
CreditsNames/RafaelNorville	Text		Rafael Norville
CreditsNames/RafalRenda	Text		Rafał Renda
CreditsNames/RamonMarshall	Text		Ramon Marshall
CreditsNames/RanaldoJohn	Text		Ranaldo John
CreditsNames/RashawnLewis	Text		Rashawn Lewis
CreditsNames/RashoneGaskin	Text		Rashone Gaskin
CreditsNames/RasmusJarvela	Text		Rasmus Järvelä
CreditsNames/RaymondSealy	Text		Raymond Sealy
CreditsNames/RevelationCube	Text		启示立方体
CreditsNames/RicardoCruzFarah	Text		Ricardo Cruz Farah
CreditsNames/RicardoKnight	Text		Ricardo Knight
CreditsNames/RicjuanAlleyne	Text		Ricjuan Alleyne
CreditsNames/RobFeather	Text		Rob Feather
CreditsNames/RobinForsstrom	Text		Robin Forsström
CreditsNames/RonanTumelty	Text		Ronan Tumelty
CreditsNames/RosalinevanSchaik	Text		Rosaline van Schaik
CreditsNames/RupasRekasius	Text		Rupas Rekasius
CreditsNames/RyanBurke	Text		Ryan Burke
CreditsNames/RyanTiller	Text		Ryan Tiller
CreditsNames/SaaraKorhonen	Text		Saara Korhonen
CreditsNames/Sally	Text		Sally
CreditsNames/SamMckie	Text		Sam Mckie
CreditsNames/SamuelArzt	Text		Samuel Arzt
CreditsNames/SamuelSekandagu	Text		Samuel Sekandagu
CreditsNames/SantiagoMesel	Text		Santiago Mesel
CreditsNames/SarahDembet	Text		Sarah Dembet
CreditsNames/SarahFayMoineau	Text		Sarah Fay Moineau
CreditsNames/SarahHoeksma	Text		Sarah Hoeksma
CreditsNames/Sav	Text		Sav
CreditsNames/SeanCampbell	Text		Sean Campbell
CreditsNames/Sebastian	Text		Sebastian
CreditsNames/SeveriJokipera	Text		Severi Jokiperä
CreditsNames/ShadwayneWilkinson	Text		Shadwayne Wilkinson
CreditsNames/ShahJamal	Text		Shah Jamal
CreditsNames/ShahrozAziz	Text		Shahroz Aziz
CreditsNames/SimonHansson	Text		Simon Hansson
CreditsNames/SimonRicard	Text		Simon Ricard
CreditsNames/Sophie	Text		Sophie
CreditsNames/Sora	Text		Sora
CreditsNames/SoulWade	Text		Soul Wade
CreditsNames/StarNovayne	Text		Star Novayne
CreditsNames/StefanLampinen	Text		Stefan Lampinen
CreditsNames/SteveStewart	Text		Steve Stewart
CreditsNames/SunNyang	Text		Sun_Nyang
CreditsNames/SvenThole	Text		Sven Thole
CreditsNames/Svings	Text		Svings
CreditsNames/SzymonStajszczak	Text		Szymon Stajszczak
CreditsNames/Testify	Text		Testify
CreditsNames/Testronic	Text		Testronic
CreditsNames/TheDemonQueen	Text		The Demon Queen
CreditsNames/ThomasBuck	Text		Thomas Buck
CreditsNames/ThomasHofer	Text		Thomas Hofer
CreditsNames/ThomasLumeau	Text		Thomas Lumeau
CreditsNames/TimSchipper	Text		Tim Schipper
CreditsNames/TimothyMcDougall	Text		Timothy McDougall
CreditsNames/TinaMoore	Text		Tina Moore
CreditsNames/TobyRogers	Text		Toby Rogers
CreditsNames/TomAlice	Text		Tom Alice
CreditsNames/TomKnight	Text		Tom Knight
CreditsNames/TomasAhlstrom	Text		Tomas Ahlström
CreditsNames/TommiVikstedt	Text		Tommi Vikstedt
CreditsNames/TonyEvans	Text		Tony Evans
CreditsNames/TravisZygmunt	Text		Travis Zygmunt
CreditsNames/UkitParakitsri	Text		Ukit Parakitsri
CreditsNames/UltraLX	Text		UltraLX
CreditsNames/VanessaWilliams	Text		Vanessa Williams
CreditsNames/VictoriaKrizmanich	Text		Victoria K.
CreditsNames/VincentBahnsen	Text		Vincent Bahnsen
CreditsNames/VincentCoates	Text		Vincent Coates
CreditsNames/VolodymyrBotvin	Text		Volodymyr Botvin
CreditsNames/WilliamDouglas	Text		William Douglas
CreditsNames/Wither503	Text		Wither503
CreditsNames/Wodehouse	Text		Wodehouse
CreditsNames/WojciechKania	Text		Wojciech Kania
CreditsNames/WojciechNieckarz	Text		Wojciech Nieckarz
CreditsNames/Xitlali	Text		Xitlali
CreditsNames/YannickNaudThifault	Text		Yannick Naud-Thifault
CreditsNames/YaxinLuo	Text		Yaxin Luo
CreditsNames/YjariBeckles	Text		Yjari Beckles
CreditsNames/YoBroItsSpence	Text		YoBroItsSpence
CreditsNames/YuanOunuo	Text		袁讴诺
CreditsNames/YulianTkachenko	Text		Yulian Tkachenko
CreditsNames/YuparetJongsuk	Text		Yuparet Jongsuk
CreditsNames/YuriTanaka	Text		Yuri Tanaka
CreditsNames/Zar	Text		Zar
CreditsNames/Zulander	Text		Zulander
CreditsNames/ZuzannaDygas	Text		Zuzanna Dygas
CreditsNames/aritsuki	Text		いえのなかにいる
CreditsNames/bklyn	Text		bklyn
CreditsNames/eralois	Text		eralois
CreditsNames/ienonakaniiru	Text		ienonakaniiru
CreditsNames/ohCreative	Text		ohCreative
CreditsNames/pictelated	Text		pictelated
Critter	Text		Sinh vật nhỏ
CritterDesc	Text		Có thể chứa một sinh vật nhỏ.
DemoVersion	Text		Phiên bản chơi thử {0}
Destroying	Text		Đang phá hủy
DontOverrideSeason	Text		Không ghi đè mùa
EarlyAccess	Text		Thử nghiệm Sớm
EarlyAccessVersion	Text		Phiên bản Thử nghiệm Sớm {0}
Emotes/AlreadyScanned	Text		Tôi đã quét cái này rồi
Emotes/CantLeaveWhileItsMoving	Text		Tôi không thể rời đi khi nó đang di chuyển
Emotes/CantSleepWhenEnemiesNear	Text		Tôi không thể ngủ khi có kẻ thù ở gần
Emotes/EnemiesScaledDown	Text		Kẻ thù của tôi đã bị suy yếu
Emotes/EnemiesScaledUp	Text		Kẻ thù của tôi đã trở nên mạnh mẽ hơn
Emotes/ICantDestroyThisObject	Text		Tôi không thể phá hủy vật thể này
Emotes/IDontHaveAPet	Text		Tôi không đem theo thú cưng
Emotes/IDontHaveTheRequiredComponents	Text		Tôi không có đủ nguyên liệu
Emotes/INeedADrillForThis	Text		Tôi cần một máy khoan cố định cho việc này
Emotes/INeedBetterToolsForTheseWaters	Text		Tôi cần công cụ tốt hơn cho vùng nước này
Emotes/IShouldEat	Text		Tôi nên ăn cái gì đó
Emotes/IShouldGatherMyFriends	Text		Tôi nên tập hợp bạn bè của mình
Emotes/ImHungry	Text		Tôi khá đói
Emotes/ItDoesntDoAnything	Text		Nó chẳng có tác dụng gì cả
Emotes/ItsEmpty	Text		Nó trống rỗng
Emotes/ItsPowerRemainsSealedDesc	Text		"""""""Năng lượng của nó hiện đang bị phong ấn.
Nó có thể được kích hoạt trong bản cập nhật tương lai.""
""
""
"
Emotes/ItsTooHardINeedADrill	Text		Nó quá cứng, tôi cần một máy khoan cố định
Emotes/LarvaEmote1	Text		Đói quá!
Emotes/LarvaEmote2	Text		Chít chít
Emotes/LarvaEmote3	Text		Phải đào thôi
Emotes/LooksLikeItNeedsEnergy	Text		Có vẻ như nó cần năng lượng
Emotes/MiningSkillTooLow	Text		Sát thương khai thác của tôi quá thấp
Emotes/NeedAncientForge	Text		Tôi phải ở gần Lò Rèn Cổ Đại
Emotes/NeedHigherMiningSkill	Text		Tôi cần sát thương khai thác cao hơn
Emotes/NoEnemyNearBait	Text		Không có thứ gì ở gần bị thu hút bởi vật này
Emotes/NoMinionToCommand	Text		Tôi không có tay sai nào để ra lệnh
Emotes/NoNearbyGroundToStandOn	Text		Không có mặt đất nào gần đó để đứng
Emotes/NoOtherPortals	Text		Không có cổng nào khác để dịch chuyển đến
Emotes/NoSeeds	Text		Tôi đã hết hạt giống
Emotes/NotEnoughMana	Text		Tôi đã hết mana
Emotes/NotFullyCharged	Text		Nó cần một chút thời gian để sạc đầy
Emotes/NothingHappens	Text		Không có gì xảy ra
Emotes/NothingWasFound	Text		Không tìm thấy gì
Emotes/ObjectIsImmuneToDamage	Text		Vật thể này miễn nhiễm với sát thương
Emotes/ObjectIsIndestructible	Text		Vật thể này không thể bị phá hủy
Emotes/Ouch	Text		Ui da!
Emotes/OutOfWater	Text		Hết nước
Emotes/PetIsAlreadyMaxLevel	Text		Thú cưng đã đạt cấp tối đa
Emotes/PetIsTooFarAway	Text		Thú cưng ở quá xa
Emotes/PoweredDown	Text		Có vẻ như nó đã tắt nguồn
Emotes/Questionmark	Text		?
Emotes/ShouldPlaceHandOnWall	Text		Tôi nên đặt tay lên bức tường
Emotes/StomachFull	Text		Bụng của tôi đã quá đầy
Emotes/StopHurtingMe	Text		Đừng làm tôi đau nữa!
Emotes/TheAncientForge	Text		"""""""""Lò Rèn Cổ Đại""""
""
""
"
Emotes/TheFishArentBiting	Text		Cá không cắn câu
Emotes/ThisIsNotMyBed	Text		Đây không phải giường của tôi
Emotes/ThisWillTakeAWhile	Text		Việc này sẽ mất một lúc...
Emotes/ThisWillTakeForever	Text		Việc này sẽ mất cả đời mất...
Emotes/TutorialBreakWood	Text		Tôi nên tận dụng tất cả số gỗ này...
Emotes/TutorialCraftMiningPick	Text		Phá tường sẽ dễ dàng hơn nếu tôi có một công cụ...
Emotes/TutorialCraftTorch	Text		Ước gì tôi có một nguồn sáng...
Emotes/TutorialCraftWorkbench	Text		Tôi có thể chế tạo các công cụ phức tạp hơn nếu có một nơi để mày mò...
Emotes/TutorialSmeltOre	Text		Quặng này sẽ không có nhiều tác dụng trừ khi tôi nung chảy nó...
Emotes/UnlockedInEarlyAccess	Text		Mở khóa trong giai đoạn Thử nghiệm Sớm
Emotes/UnlocksAtLaunch	Text		"""""""Tiếp tục hành trình khám phá của bạn phía sau bức tường ở phiên bản 1.0,
mở khóa vào ngày 27 tháng 8 năm 2024.""
""
""
"
Emotes/WaypointActivated	Text		Điểm dịch chuyển đã kích hoạt
Error/Authenticating	Text		Đang xác thực.
Error/AuthenticationFailed	Text		Xác thực thất bại
Error/BackingStorageFull	Text		Dung lượng đĩa hoặc đám mây đã đầy, hãy thử xóa một số thứ
Error/BadInternet	Text		Hiện đang gặp sự cố kết nối.
Error/BadProtocolVersion	Text		Phiên bản game không khớp
Error/Canceled	Text		Thao tác đã bị hủy
Error/CannotJoinSession	Text		Bạn không thể tham gia phiên chơi này.
Error/CharacterVersionTooHigh	Text		Nhân vật này được tạo bằng phiên bản game mới hơn. Vui lòng kiểm tra bản cập nhật game.
